Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,file_path,exists,episode_id,clip_uid,fold,cross_show_split,Block_any,Block_maj,Prolongation_any,Prolongation_maj,SoundRep_any,SoundRep_maj,WordRep_any,WordRep_maj,Interjection_any,Interjection_maj
WomenWhoStutter,74,126,16063520,16111520,0,0,1,1,0,1,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/126.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_126,2,train,1,0,1,0,0,0,1,0,1,1
StutterTalk,66,15,19285920,19333920,0,0,1,0,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/66/15.wav,True,StutterTalk_66,StutterTalk_66_15,0,train,0,0,1,0,0,0,0,0,0,0
HVSA,2,31,9388480,9436480,0,2,1,1,0,0,1,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/31.wav,True,HVSA_2,HVSA_2_31,3,test,1,0,1,0,0,0,0,0,1,1
WomenWhoStutter,100,19,22067840,22115840,0,0,1,3,0,0,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/100/19.wav,True,WomenWhoStutter_100,WomenWhoStutter_100_19,2,train,1,1,1,0,0,0,0,0,0,0
StutterTalk,64,108,9352960,9400960,0,1,3,0,0,0,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/64/108.wav,True,StutterTalk_64,StutterTalk_64_108,0,train,0,0,1,1,0,0,0,0,0,0
WomenWhoStutter,97,26,5276480,5324480,0,0,1,1,2,0,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/97/26.wav,True,WomenWhoStutter_97,WomenWhoStutter_97_26,1,train,1,0,1,0,1,1,0,0,1,0
HeStutters,16,30,44745120,44793120,0,1,2,0,0,2,0,1,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/16/30.wav,True,HeStutters_16,HeStutters_16_30,4,train,0,0,1,1,0,0,1,1,1,0
HVSA,3,13,49321920,49369920,0,1,1,0,0,0,1,0,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/3/13.wav,True,HVSA_3,HVSA_3_13,3,test,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,34,5,28353120,28401120,0,0,2,0,0,0,0,3,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/34/5.wav,True,WomenWhoStutter_34,WomenWhoStutter_34_5,1,train,0,0,1,1,0,0,0,0,1,1
HeStutters,19,53,18311360,18359360,0,0,1,0,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/19/53.wav,True,HeStutters_19,HeStutters_19_53,4,train,0,0,1,0,0,0,0,0,1,1
HeStutters,18,28,42927360,42975360,0,0,1,1,2,0,0,2,0,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/18/28.wav,True,HeStutters_18,HeStutters_18_28,0,train,1,0,1,0,1,1,0,0,1,1
WomenWhoStutter,63,12,33565280,33613280,0,0,1,1,0,0,0,0,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/63/12.wav,True,WomenWhoStutter_63,WomenWhoStutter_63_12,3,train,1,0,1,0,0,0,0,0,0,0
StutterTalk,8,50,6155520,6203520,0,0,1,0,0,0,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/50.wav,True,StutterTalk_8,StutterTalk_8_50,2,train,0,0,1,0,0,0,0,0,1,1
StutterTalk,9,36,41624320,41672320,0,0,1,0,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/9/36.wav,True,StutterTalk_9,StutterTalk_9_36,3,train,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,54,6,31200480,31248480,0,0,3,0,0,0,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/54/6.wav,True,WomenWhoStutter_54,WomenWhoStutter_54_6,2,train,0,0,1,1,0,0,0,0,0,0
StutterTalk,24,5,28905920,28953920,0,0,1,0,0,0,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/24/5.wav,True,StutterTalk_24,StutterTalk_24_5,2,train,0,0,1,0,0,0,0,0,1,0
StutterTalk,51,35,24634720,24682720,0,0,1,0,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/51/35.wav,True,StutterTalk_51,StutterTalk_51_35,4,train,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,75,23,28617440,28665440,0,0,1,0,0,0,0,0,3,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/75/23.wav,True,WomenWhoStutter_75,WomenWhoStutter_75_23,2,train,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,88,50,7366720,7414720,0,0,1,0,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/50.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_50,3,train,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,39,116,14371840,14419840,0,0,1,0,0,0,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/39/116.wav,True,WomenWhoStutter_39,WomenWhoStutter_39_116,4,train,0,0,1,0,0,0,0,0,0,0
HeStutters,15,145,21583200,21631200,0,0,1,1,0,0,1,0,1,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/15/145.wav,True,HeStutters_15,HeStutters_15_145,4,train,1,0,1,0,0,0,0,0,0,0
StutterTalk,63,15,9062880,9110880,0,0,1,0,0,0,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/63/15.wav,True,StutterTalk_63,StutterTalk_63_15,4,train,0,0,1,0,0,0,0,0,0,0
StutterTalk,37,150,12018720,12066720,1,1,1,1,0,0,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/150.wav,True,StutterTalk_37,StutterTalk_37_150,1,train,1,0,1,0,0,0,0,0,0,0
StutterTalk,37,168,13928160,13976160,0,0,3,0,1,0,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/168.wav,True,StutterTalk_37,StutterTalk_37_168,1,train,0,0,1,1,1,0,0,0,1,0
WomenWhoStutter,57,171,15332480,15380480,0,1,1,0,0,0,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/171.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_171,4,train,0,0,1,0,0,0,0,0,0,0
StutterTalk,72,158,2187840,2235840,0,0,1,1,0,0,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/72/158.wav,True,StutterTalk_72,StutterTalk_72_158,2,train,1,0,1,0,0,0,0,0,0,0
WomenWhoStutter,84,39,35224960,35272960,0,0,3,1,0,0,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/84/39.wav,True,WomenWhoStutter_84,WomenWhoStutter_84_39,3,train,1,0,1,1,0,0,0,0,0,0
MyStutteringLife,32,44,1979040,2027040,0,0,2,1,0,0,0,0,0,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/32/44.wav,True,MyStutteringLife_32,MyStutteringLife_32_44,0,test,1,0,1,1,0,0,0,0,0,0
HeStutters,2,183,24080160,24128160,0,0,1,0,0,0,1,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/2/183.wav,True,HeStutters_2,HeStutters_2_183,1,train,0,0,1,0,0,0,0,0,1,0
StutterTalk,61,20,11476000,11524000,0,0,1,0,0,0,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/61/20.wav,True,StutterTalk_61,StutterTalk_61_20,4,train,0,0,1,0,0,0,0,0,0,0
HeStutters,8,169,36194240,36242240,0,0,1,0,0,0,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/8/169.wav,True,HeStutters_8,HeStutters_8_169,1,train,0,0,1,0,0,0,0,0,1,1
WomenWhoStutter,61,37,28446560,28494560,0,0,1,0,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/61/37.wav,True,WomenWhoStutter_61,WomenWhoStutter_61_37,1,train,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,99,64,6612000,6660000,1,2,1,1,0,0,1,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/99/64.wav,True,WomenWhoStutter_99,WomenWhoStutter_99_64,4,train,1,0,1,0,0,0,0,0,0,0
WomenWhoStutter,5,9,12926560,12974560,0,0,1,1,0,1,0,3,1,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/5/9.wav,True,WomenWhoStutter_5,WomenWhoStutter_5_9,0,train,1,0,1,0,0,0,1,0,1,1
StutterTalk,56,27,25533440,25581440,0,0,1,2,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/56/27.wav,True,StutterTalk_56,StutterTalk_56_27,3,train,1,1,1,0,0,0,0,0,0,0
WomenWhoStutter,11,25,4994400,5042400,0,0,1,0,0,0,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/11/25.wav,True,WomenWhoStutter_11,WomenWhoStutter_11_25,4,train,0,0,1,0,0,0,0,0,1,1
HeStutters,15,132,20040640,20088640,0,0,2,2,2,0,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/15/132.wav,True,HeStutters_15,HeStutters_15_132,4,train,1,1,1,1,1,1,0,0,0,0
StutterTalk,43,121,33714400,33762400,0,0,2,0,0,0,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/43/121.wav,True,StutterTalk_43,StutterTalk_43_121,4,train,0,0,1,1,0,0,0,0,0,0
HeStutters,22,179,38764320,38812320,0,0,1,2,0,1,0,2,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/179.wav,True,HeStutters_22,HeStutters_22_179,3,train,1,1,1,0,0,0,1,0,1,1
WomenWhoStutter,4,18,3419520,3467520,0,0,1,3,0,0,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/4/18.wav,True,WomenWhoStutter_4,WomenWhoStutter_4_18,0,train,1,1,1,0,0,0,0,0,1,1
WomenWhoStutter,51,30,19850240,19898240,0,0,1,0,0,0,0,0,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/51/30.wav,True,WomenWhoStutter_51,WomenWhoStutter_51_30,4,train,0,0,1,0,0,0,0,0,0,0
HeStutters,16,96,16957440,17005440,0,1,1,1,0,0,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/16/96.wav,True,HeStutters_16,HeStutters_16_96,4,train,1,0,1,0,0,0,0,0,1,0
MyStutteringLife,35,26,67807040,67855040,0,0,1,1,0,0,2,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/35/26.wav,True,MyStutteringLife_35,MyStutteringLife_35_26,3,test,1,0,1,0,0,0,0,0,0,0
WomenWhoStutter,101,145,24426560,24474560,0,1,1,0,0,0,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/101/145.wav,True,WomenWhoStutter_101,WomenWhoStutter_101_145,3,train,0,0,1,0,0,0,0,0,0,0
WomenWhoStutter,104,0,1654720,1702720,0,0,1,0,0,0,0,1,3,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/104/0.wav,True,WomenWhoStutter_104,WomenWhoStutter_104_0,1,train,0,0,1,0,0,0,0,0,1,0
StutterTalk,8,87,10287360,10335360,0,0,1,0,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/87.wav,True,StutterTalk_8,StutterTalk_8_87,2,train,0,0,1,0,0,0,0,0,1,1
WomenWhoStutter,30,36,2636480,2684480,0,0,1,2,0,0,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/30/36.wav,True,WomenWhoStutter_30,WomenWhoStutter_30_36,2,train,1,1,1,0,0,0,0,0,0,0
WomenWhoStutter,50,376,5223200,5271200,0,0,1,1,1,0,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/50/376.wav,True,WomenWhoStutter_50,WomenWhoStutter_50_376,0,train,1,0,1,0,1,0,0,0,0,0
WomenWhoStutter,42,248,22221600,22269600,0,0,0,3,0,0,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/42/248.wav,True,WomenWhoStutter_42,WomenWhoStutter_42_248,1,train,1,1,0,0,0,0,0,0,0,0
StutterTalk,50,33,31731680,31779680,0,0,0,1,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/50/33.wav,True,StutterTalk_50,StutterTalk_50_33,4,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,2,40,5886560,5934560,0,0,0,1,0,0,0,3,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/2/40.wav,True,WomenWhoStutter_2,WomenWhoStutter_2_40,1,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,42,24,30725760,30773760,0,0,0,2,0,0,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/42/24.wav,True,WomenWhoStutter_42,WomenWhoStutter_42_24,1,train,1,1,0,0,0,0,0,0,0,0
MyStutteringLife,7,76,9411520,9459520,0,0,0,1,0,0,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/7/76.wav,True,MyStutteringLife_7,MyStutteringLife_7_76,1,test,1,0,0,0,0,0,0,0,1,1
StutterTalk,37,6,17360480,17408480,0,0,0,1,0,0,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/37/6.wav,True,StutterTalk_37,StutterTalk_37_6,1,train,1,0,0,0,0,0,0,0,0,0
HVSA,0,43,188320,236320,0,1,0,1,0,0,1,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/0/43.wav,True,HVSA_0,HVSA_0_43,4,test,1,0,0,0,0,0,0,0,0,0
WomenWhoStutter,1,122,23771200,23819200,0,0,0,2,0,0,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/1/122.wav,True,WomenWhoStutter_1,WomenWhoStutter_1_122,0,train,1,1,0,0,0,0,0,0,1,1
WomenWhoStutter,19,182,22082720,22130720,0,0,1,2,3,0,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/19/182.wav,True,WomenWhoStutter_19,WomenWhoStutter_19_182,0,train,1,1,1,0,1,1,0,0,0,0
WomenWhoStutter,96,41,15015360,15063360,0,0,0,1,0,0,0,0,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/41.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_41,2,train,1,0,0,0,0,0,0,0,0,0
WomenWhoStutter,14,120,16211680,16259680,0,0,1,1,0,1,0,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/14/120.wav,True,WomenWhoStutter_14,WomenWhoStutter_14_120,2,train,1,0,1,0,0,0,1,0,0,0
HeStutters,15,21,31400480,31448480,0,0,1,1,2,0,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/15/21.wav,True,HeStutters_15,HeStutters_15_21,4,train,1,0,1,0,1,1,0,0,1,1
HVSA,2,153,32248000,32296000,0,1,0,1,0,0,0,2,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/153.wav,True,HVSA_2,HVSA_2_153,3,test,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,38,3,36207040,36255040,0,0,1,3,0,0,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/38/3.wav,True,WomenWhoStutter_38,WomenWhoStutter_38_3,3,train,1,1,1,0,0,0,0,0,0,0
WomenWhoStutter,50,182,27735520,27783520,0,2,0,1,1,0,2,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/50/182.wav,True,WomenWhoStutter_50,WomenWhoStutter_50_182,0,train,1,0,0,0,1,0,0,0,0,0
HeStutters,19,63,19736320,19784320,0,0,0,1,0,1,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/19/63.wav,True,HeStutters_19,HeStutters_19_63,4,train,1,0,0,0,0,0,1,0,0,0
WomenWhoStutter,77,21,14583040,14631040,0,0,0,1,0,0,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/77/21.wav,True,WomenWhoStutter_77,WomenWhoStutter_77_21,1,train,1,0,0,0,0,0,0,0,1,1
MyStutteringLife,20,36,11029760,11077760,0,0,2,1,0,0,0,2,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/20/36.wav,True,MyStutteringLife_20,MyStutteringLife_20_36,2,test,1,0,1,1,0,0,0,0,1,1
WomenWhoStutter,99,196,26733920,26781920,0,0,0,1,0,3,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/99/196.wav,True,WomenWhoStutter_99,WomenWhoStutter_99_196,4,train,1,0,0,0,0,0,1,1,1,1
HeStutters,2,27,34821440,34869440,0,2,0,1,0,0,1,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/2/27.wav,True,HeStutters_2,HeStutters_2_27,1,train,1,0,0,0,0,0,0,0,1,1
WomenWhoStutter,57,91,7425440,7473440,0,1,0,2,0,0,0,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/91.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_91,4,train,1,1,0,0,0,0,0,0,0,0
WomenWhoStutter,86,106,10582560,10630560,0,0,0,2,0,0,0,3,1,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/86/106.wav,True,WomenWhoStutter_86,WomenWhoStutter_86_106,2,train,1,1,0,0,0,0,0,0,1,1
StutterTalk,2,4,48885760,48933760,0,0,0,1,0,0,1,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/2/4.wav,True,StutterTalk_2,StutterTalk_2_4,1,train,1,0,0,0,0,0,0,0,0,0
StutterTalk,45,6,23311040,23359040,0,0,0,1,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/45/6.wav,True,StutterTalk_45,StutterTalk_45_6,3,train,1,0,0,0,0,0,0,0,0,0
MyStutteringLife,32,49,2366720,2414720,0,0,1,1,0,0,0,0,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/32/49.wav,True,MyStutteringLife_32,MyStutteringLife_32_49,0,test,1,0,1,0,0,0,0,0,0,0
StutterTalk,68,165,37166720,37214720,0,0,1,1,0,0,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/68/165.wav,True,StutterTalk_68,StutterTalk_68_165,3,train,1,0,1,0,0,0,0,0,1,0
MyStutteringLife,30,41,1892480,1940480,0,0,0,2,0,0,1,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/30/41.wav,True,MyStutteringLife_30,MyStutteringLife_30_41,3,test,1,1,0,0,0,0,0,0,0,0
WomenWhoStutter,1,68,15637120,15685120,0,0,0,1,0,0,0,3,3,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/1/68.wav,True,WomenWhoStutter_1,WomenWhoStutter_1_68,0,train,1,0,0,0,0,0,0,0,1,1
HVSA,1,92,4854240,4902240,0,0,0,1,0,0,1,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/1/92.wav,True,HVSA_1,HVSA_1_92,4,test,1,0,0,0,0,0,0,0,0,0
StutterTalk,79,17,14209920,14257920,0,0,0,1,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/79/17.wav,True,StutterTalk_79,StutterTalk_79_17,4,train,1,0,0,0,0,0,0,0,0,0
WomenWhoStutter,11,12,28697600,28745600,0,0,0,1,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/11/12.wav,True,WomenWhoStutter_11,WomenWhoStutter_11_12,4,train,1,0,0,0,0,0,0,0,0,0
WomenWhoStutter,10,190,30052640,30100640,0,0,0,1,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/10/190.wav,True,WomenWhoStutter_10,WomenWhoStutter_10_190,2,train,1,0,0,0,0,0,0,0,0,0
StutterTalk,62,12,13444160,13492160,0,0,0,1,0,0,0,0,2,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/62/12.wav,True,StutterTalk_62,StutterTalk_62_12,0,train,1,0,0,0,0,0,0,0,0,0
WomenWhoStutter,21,63,8373280,8421280,0,0,0,1,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/21/63.wav,True,WomenWhoStutter_21,WomenWhoStutter_21_63,0,train,1,0,0,0,0,0,0,0,0,0
WomenWhoStutter,96,74,20842880,20890880,0,0,0,1,0,0,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/74.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_74,2,train,1,0,0,0,0,0,0,0,0,0
HVSA,2,88,19996480,20044480,0,1,1,1,0,0,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/88.wav,True,HVSA_2,HVSA_2_88,3,test,1,0,1,0,0,0,0,0,1,1
StutterTalk,33,105,25241120,25289120,0,0,0,2,0,0,0,3,1,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/33/105.wav,True,StutterTalk_33,StutterTalk_33_105,0,train,1,1,0,0,0,0,0,0,1,1
WomenWhoStutter,96,35,1071840,1119840,0,0,2,1,0,0,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/35.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_35,2,train,1,0,1,1,0,0,0,0,0,0
StutterTalk,26,17,8263840,8311840,0,0,0,1,0,2,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/26/17.wav,True,StutterTalk_26,StutterTalk_26_17,1,train,1,0,0,0,0,0,1,1,1,0
WomenWhoStutter,73,38,4670880,4718880,0,0,0,1,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/73/38.wav,True,WomenWhoStutter_73,WomenWhoStutter_73_38,3,train,1,0,0,0,0,0,1,1,1,1
WomenWhoStutter,87,188,34898560,34946560,0,0,0,1,0,3,0,0,0,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/87/188.wav,True,WomenWhoStutter_87,WomenWhoStutter_87_188,4,train,1,0,0,0,0,0,1,1,0,0
StutterTalk,72,98,13606240,13654240,0,0,0,1,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/72/98.wav,True,StutterTalk_72,StutterTalk_72_98,2,train,1,0,0,0,0,0,1,1,0,0
StutterTalk,13,26,14364480,14412480,0,0,0,2,0,0,0,2,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/13/26.wav,True,StutterTalk_13,StutterTalk_13_26,0,train,1,1,0,0,0,0,0,0,1,1
StutterTalk,36,2,41049440,41097440,0,0,1,1,0,0,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/36/2.wav,True,StutterTalk_36,StutterTalk_36_2,2,train,1,0,1,0,0,0,0,0,0,0
StutterTalk,30,38,36382880,36430880,0,0,0,2,0,0,0,2,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/30/38.wav,True,StutterTalk_30,StutterTalk_30_38,1,train,1,1,0,0,0,0,0,0,1,1
